time,open,close,high,low,volume,money
2020/5/7 10:38,2870.23,2871.77,2871.77,2870.23,80013,0
2020/5/7 10:39,2872.28,2873.03,2873.18,2872.28,90514,0
2020/5/7 10:40,2873.09,2873.99,2874.08,2872.89,93859,0
2020/5/7 10:41,2874.26,2873.51,2874.27,2872.63,103510,0
2020/5/7 10:42,2873.05,2873.82,2874.1,2873.05,76631,0
2020/5/7 10:43,2874.26,2873.14,2874.26,2873.12,79671,0
2020/5/7 10:44,2873.86,2873,2873.91,2872.83,76279,0
2020/5/7 10:45,2873.48,2873.65,2873.95,2872.8,79978,0
2020/5/7 10:46,2874.32,2874.68,2875.11,2873.89,72298,0
2020/5/7 10:47,2874.53,2875.01,2875.2,2873.78,79948,0
2020/5/7 10:48,2874.6,2874.41,2874.83,2873.81,79663,0
2020/5/7 10:49,2873.85,2874.14,2875.12,2873.85,64814,0
2020/5/7 10:50,2874.52,2874.8,2875.08,2873.91,66945,0
2020/5/7 10:51,2875.06,2875.74,2876.29,2874.93,76294,0
2020/5/7 10:52,2875.71,2873.87,2876.23,2873.84,85897,0
2020/5/7 10:53,2873.86,2874.68,2874.99,2873.86,67985,0
2020/5/7 10:54,2874.16,2874.5,2874.92,2874.16,60705,0
2020/5/7 10:55,2874.68,2875,2875.12,2874.51,63051,0
2020/5/7 10:56,2874.83,2875.58,2875.91,2874.44,65906,0
2020/5/7 10:57,2875.85,2875.98,2876.55,2875.54,66417,0
2020/5/7 10:58,2876.35,2875.26,2876.65,2875.26,68801,0
2020/5/7 10:59,2875.45,2874.45,2875.57,2874.43,74075,0
2020/5/7 11:00,2874.43,2874.68,2874.87,2873.9,56331,0
2020/5/7 11:01,2874.04,2873.29,2874.34,2872.85,83463,0
2020/5/7 11:02,2873.33,2873.84,2873.9,2872.6,67400,0
2020/5/7 11:03,2873.32,2874.31,2874.33,2873.32,60096,0
2020/5/7 11:04,2873.83,2874.63,2874.63,2873.53,52230,0
2020/5/7 11:05,2874.28,2875.14,2875.32,2874.28,56491,0
2020/5/7 11:06,2874.59,2875.09,2875.52,2874.59,52633,0
2020/5/7 11:07,2874.72,2875.13,2875.29,2874.59,59595,0
2020/5/7 11:08,2874.55,2875.33,2875.33,2874.55,56732,0
2020/5/7 11:09,2874.62,2875.16,2875.81,2874.62,57001,0
2020/5/7 11:10,2874.83,2875.45,2875.83,2874.83,56770,0
2020/5/7 11:11,2875.82,2875.29,2876.32,2874.77,76613,0
2020/5/7 11:12,2874.97,2875.16,2876,2874.97,66972,0
2020/5/7 11:13,2875.15,2877.02,2877.02,2875.15,62639,0
2020/5/7 11:14,2876.75,2877.57,2877.57,2876.56,66666,0
2020/5/7 11:15,2877.29,2878.52,2878.52,2877.29,71131,0
2020/5/7 11:16,2878.65,2879.45,2879.67,2878.43,73546,0
2020/5/7 11:17,2879.36,2881.05,2881.05,2879.33,87062,0
2020/5/7 11:18,2880.97,2880.45,2882.02,2880.3,91294,0
2020/5/7 11:19,2880.12,2880.24,2880.99,2879.99,67837,0
2020/5/7 11:20,2880.88,2880.03,2880.88,2879.4,60697,0
2020/5/7 11:21,2880.44,2877.95,2880.44,2877.79,92754,0
2020/5/7 11:22,2877.22,2877.95,2878.18,2877.22,64316,0
2020/5/7 11:23,2877.76,2877.46,2878.51,2877.46,59318,0
2020/5/7 11:24,2878.13,2879.48,2879.65,2878.1,76282,0
2020/5/7 11:25,2880.07,2878.87,2880.07,2878.45,70736,0
2020/5/7 11:26,2878.91,2879.12,2879.39,2878.12,70973,0
2020/5/7 11:27,2878.96,2878.96,2879.36,2878.75,63020,0
2020/5/7 11:28,2878.59,2878.66,2879.35,2878.07,56837,0
2020/5/7 11:29,2878.27,2878.86,2879.3,2878.17,56392,0
2020/5/7 11:30,2878.9,2878.43,2879.36,2877.92,60856,0
2020/5/7 13:01,2879.49,2877.43,2879.49,2876.79,192941,0
2020/5/7 13:02,2876.33,2877.03,2877.86,2876.33,67891,0
2020/5/7 13:03,2877.02,2876.87,2877.38,2875.94,59939,0
2020/5/7 13:04,2875.91,2876.52,2876.65,2875.66,63453,0
2020/5/7 13:05,2875.5,2874.66,2876.17,2874.19,78820,0
2020/5/7 13:06,2873.46,2872.8,2873.46,2872.31,98543,0
2020/5/7 13:07,2872.28,2872.69,2872.73,2871.95,81826,0
2020/5/7 13:08,2872.18,2872.17,2872.18,2871.15,77435,0
2020/5/7 13:09,2870.99,2871.08,2871.12,2870.48,85406,0
2020/5/7 13:10,2870.49,2870.35,2870.67,2869.72,93144,0
2020/5/7 13:11,2870.17,2869.94,2870.17,2868.96,113351,0
2020/5/7 13:12,2869.51,2870.09,2870.4,2869.27,86382,0
2020/5/7 13:13,2870.08,2869.6,2870.22,2869.39,75716,0
2020/5/7 13:14,2870.01,2870.72,2870.72,2869.21,83396,0
2020/5/7 13:15,2870.21,2870.14,2870.7,2870.06,69977,0
2020/5/7 13:16,2870.2,2870.03,2870.3,2869.51,79534,0
2020/5/7 13:17,2869.51,2869.44,2870.17,2868.9,74963,0
2020/5/7 13:18,2868.92,2868.47,2869.22,2867.64,106266,0
2020/5/7 13:19,2867.31,2866.8,2867.66,2866.58,112000,0
2020/5/7 13:20,2867.18,2866.51,2867.18,2866.37,101040,0
2020/5/7 13:21,2866.43,2866.74,2867.26,2865.93,113545,0
2020/5/7 13:22,2867.26,2867.16,2867.79,2866.91,90767,0
2020/5/7 13:23,2867.82,2867.92,2868.36,2867.61,82667,0
2020/5/7 13:24,2867.98,2867.65,2868.27,2867.28,79026,0
2020/5/7 13:25,2867.49,2866.79,2867.65,2866.42,92368,0
2020/5/7 13:26,2866.42,2865.35,2866.63,2865.32,113855,0
2020/5/7 13:27,2865.63,2865.2,2865.66,2864.74,115695,0
2020/5/7 13:28,2865.54,2865.13,2865.54,2864.68,89425,0
2020/5/7 13:29,2865.74,2865.35,2865.77,2864.58,81254,0
2020/5/7 13:30,2865.87,2865.81,2865.87,2865.15,87311,0
2020/5/7 13:31,2866.13,2866.6,2866.6,2865.37,92851,0
2020/5/7 13:32,2867.26,2868.01,2868.22,2866.24,85685,0
2020/5/7 13:33,2867.98,2868.28,2868.28,2867.46,76275,0
2020/5/7 13:34,2868.47,2868.81,2868.81,2867.87,73084,0
2020/5/7 13:35,2868.86,2868.61,2869.1,2868.06,74538,0
2020/5/7 13:36,2869.03,2868.93,2869.03,2868.01,75453,0
2020/5/7 13:37,2869.27,2868.69,2869.62,2867.98,65732,0
2020/5/7 13:38,2868.69,2868.88,2869.34,2868.49,71396,0
2020/5/7 13:39,2868.44,2869.51,2869.51,2868.31,65529,0
2020/5/7 13:40,2868.66,2868.62,2869.07,2868.41,65322,0
2020/5/7 13:41,2868.86,2868.61,2869.23,2868.46,79673,0
2020/5/7 13:42,2868.58,2870.1,2870.1,2868.58,72315,0
2020/5/7 13:43,2870.21,2871.29,2871.29,2870.13,82426,0
2020/5/7 13:44,2871.11,2871.35,2871.45,2870.81,77438,0
2020/5/7 13:45,2871.11,2870.45,2871.58,2870.45,77314,0
2020/5/7 13:46,2870.46,2870.53,2870.97,2870.18,71226,0
2020/5/7 13:47,2870.28,2870.9,2871.2,2870.28,63371,0
2020/5/7 13:48,2870.89,2871.11,2871.39,2870.6,61965,0
2020/5/7 13:49,2870.76,2871.44,2871.5,2870.76,65481,0
2020/5/7 13:50,2871.4,2871.37,2871.66,2870.28,66774,0
2020/5/7 13:51,2870.83,2870.73,2871.39,2870.65,78733,0
2020/5/7 13:52,2871.06,2870.62,2871.06,2870.51,64587,0
2020/5/7 13:53,2870.51,2871.12,2871.24,2870.5,57162,0
2020/5/7 13:54,2871.12,2870.66,2871.31,2870.42,71242,0
2020/5/7 13:55,2870.89,2871.67,2871.67,2870.75,70865,0
2020/5/7 13:56,2871.69,2872.26,2872.43,2871.69,77570,0
2020/5/7 13:57,2873.23,2873.4,2873.63,2872.58,83494,0
2020/5/7 13:58,2873.01,2873.33,2873.74,2872.92,78282,0
2020/5/7 13:59,2873.45,2873.37,2873.99,2872.87,71444,0
2020/5/7 14:00,2873.17,2872.42,2873.52,2872.42,76208,0
2020/5/7 14:01,2872.73,2871.39,2872.73,2871.13,83809,0
2020/5/7 14:02,2871.76,2872.56,2872.56,2871.26,76939,0
2020/5/7 14:03,2872.08,2872.26,2872.26,2871.57,74250,0
2020/5/7 14:04,2872.53,2873.2,2873.2,2872.14,80293,0
2020/5/7 14:05,2873.06,2874.42,2874.44,2873.06,94804,0
2020/5/7 14:06,2874.46,2874.87,2875.34,2874.46,88027,0
2020/5/7 14:07,2875.18,2875.1,2875.48,2874.81,76231,0
2020/5/7 14:08,2875.14,2875.05,2875.74,2874.57,74828,0
2020/5/7 14:09,2874.84,2874.7,2875.86,2874.7,69340,0
2020/5/7 14:10,2874.74,2875.49,2875.92,2874.74,64140,0
2020/5/7 14:11,2875.39,2875.99,2875.99,2875.39,78243,0
2020/5/7 14:12,2875.87,2876.82,2876.82,2875.87,80951,0
2020/5/7 14:13,2876.55,2876.6,2877.31,2876.55,81056,0
2020/5/7 14:14,2877.16,2876.67,2877.47,2876.39,77810,0
2020/5/7 14:15,2877.21,2875.55,2877.26,2875.55,80101,0
2020/5/7 14:16,2875.74,2875.6,2876.49,2875.13,75277,0
2020/5/7 14:17,2875.73,2875.7,2875.73,2874.98,72015,0
2020/5/7 14:18,2875.33,2875.17,2876.27,2875.15,64729,0
2020/5/7 14:19,2875.31,2875.4,2876.16,2875.14,67606,0
2020/5/7 14:20,2875.7,2875.99,2876.36,2875.16,69582,0
2020/5/7 14:21,2876.01,2876.88,2876.99,2875.92,86854,0
2020/5/7 14:22,2877.07,2877.06,2877.46,2876.8,79575,0
2020/5/7 14:23,2877.1,2876.67,2877.55,2876.49,80438,0
2020/5/7 14:24,2876.69,2875.73,2877.01,2875.44,75469,0
2020/5/7 14:25,2875.77,2875.44,2876.07,2875.18,72875,0
2020/5/7 14:26,2875.55,2874.96,2876,2874.78,71794,0
2020/5/7 14:27,2875.51,2874.51,2875.81,2874.31,72638,0
2020/5/7 14:28,2874.25,2874.96,2875.27,2874.25,79350,0
2020/5/7 14:29,2874.66,2875.45,2875.65,2874.66,69849,0
2020/5/7 14:30,2875.3,2875.28,2875.91,2874.74,74394,0
2020/5/7 14:31,2875.49,2874.18,2875.67,2873.96,94011,0
2020/5/7 14:32,2874.41,2873.54,2874.68,2873.39,90274,0
2020/5/7 14:33,2873.97,2873.84,2874.13,2873.48,95035,0
2020/5/7 14:34,2873.58,2873.46,2874.05,2873.1,93359,0
2020/5/7 14:35,2873.22,2871.42,2873.22,2871.42,107850,0
2020/5/7 14:36,2871.78,2871.46,2872.3,2871.36,105339,0
2020/5/7 14:37,2871.34,2870.78,2871.84,2870.57,93336,0
2020/5/7 14:38,2870.74,2871.25,2871.8,2870.71,94473,0
2020/5/7 14:39,2870.95,2871.91,2871.91,2870.64,89553,0
2020/5/7 14:40,2871.41,2871.01,2871.52,2871.01,88245,0
2020/5/7 14:41,2871.35,2870.48,2871.44,2870.27,114748,0
2020/5/7 14:42,2870.53,2870.02,2870.66,2869.72,103725,0
2020/5/7 14:43,2869.99,2870.26,2870.67,2869.64,117073,0
2020/5/7 14:44,2870.01,2870.65,2870.65,2870.01,109684,0
2020/5/7 14:45,2870.84,2871.01,2871.53,2870.68,104044,0
2020/5/7 14:46,2871.05,2870.63,2871.79,2870.42,110914,0
2020/5/7 14:47,2870.31,2870.4,2871.12,2870.31,110836,0
2020/5/7 14:48,2870.19,2869.82,2870.72,2869.82,115879,0
2020/5/7 14:49,2869.98,2870.37,2871.06,2869.74,123096,0
2020/5/7 14:50,2870.83,2870.47,2870.83,2870.4,119019,0
2020/5/7 14:51,2870.46,2869.72,2870.82,2869.72,146849,0
2020/5/7 14:52,2870.43,2870.05,2870.43,2869.69,142881,0
2020/5/7 14:53,2870.2,2870.38,2870.38,2869.7,145083,0
2020/5/7 14:54,2870.1,2869.89,2870.48,2869.66,156527,0
2020/5/7 14:55,2870.05,2870.05,2870.11,2869.52,161341,0
2020/5/7 14:56,2870.17,2870.21,2870.68,2869.95,184174,0
2020/5/7 14:57,2869.88,2870.72,2871.05,2869.66,185262,0
2020/5/7 14:58,2870.85,2871.13,2871.13,2870.85,19023,0
2020/5/7 14:59,2871.13,2871.13,2871.13,2871.13,0,0
2020/5/7 15:00,2871.52,2871.52,2871.56,2871.52,355970,0
2020/5/8 9:31,2882.71,2883.62,2885.98,2882.71,810404,0
2020/5/8 9:32,2883.95,2880.96,2883.95,2880.7,372464,0
2020/5/8 9:33,2881.05,2882.04,2882.52,2880.33,328582,0
2020/5/8 9:34,2881.48,2880.81,2881.77,2880.81,286064,0
2020/5/8 9:35,2881.16,2879.52,2881.16,2879.2,265036,0
2020/5/8 9:36,2880.22,2883.45,2883.45,2880.19,278938,0
2020/5/8 9:37,2883.14,2883.05,2883.5,2882.9,266863,0
2020/5/8 9:38,2883.52,2883.44,2883.72,2883.21,225046,0
2020/5/8 9:39,2883.15,2882.32,2883.54,2882,224440,0
2020/5/8 9:40,2881.97,2882.21,2882.73,2881.8,227155,0
2020/5/8 9:41,2882.24,2880.91,2882.59,2880.91,213665,0
2020/5/8 9:42,2879.85,2881.11,2881.11,2879.85,205026,0
2020/5/8 9:43,2880.92,2881.84,2881.93,2880.92,182040,0
2020/5/8 9:44,2881.11,2881.52,2882.24,2881.11,190225,0
2020/5/8 9:45,2881.78,2882.12,2882.55,2881.18,192883,0
2020/5/8 9:46,2881.94,2883.35,2883.77,2881.94,220875,0
2020/5/8 9:47,2883.34,2883.76,2883.98,2883.19,205051,0
2020/5/8 9:48,2883.86,2884.3,2884.3,2883.47,181340,0
2020/5/8 9:49,2883.71,2886.27,2886.27,2883.71,194289,0
2020/5/8 9:50,2886.25,2887.94,2888,2886.25,204049,0
2020/5/8 9:51,2887.74,2887.53,2888.03,2887.1,220968,0
2020/5/8 9:52,2887.65,2888.64,2888.97,2887.65,193028,0
2020/5/8 9:53,2888.97,2888.94,2889.17,2888.65,179498,0
2020/5/8 9:54,2889.28,2889.82,2889.99,2888.91,187195,0
2020/5/8 9:55,2890.12,2889.1,2890.12,2889.1,172512,0
2020/5/8 9:56,2889.28,2890.08,2890.15,2888.5,181031,0
2020/5/8 9:57,2890.12,2890.12,2890.5,2889.12,158672,0
2020/5/8 9:58,2889.81,2890.26,2890.65,2889.51,156061,0
2020/5/8 9:59,2890.33,2888.56,2890.6,2888.56,156809,0
2020/5/8 10:00,2889.18,2889.19,2889.27,2888.73,155696,0
2020/5/8 10:01,2889.36,2888.52,2889.63,2887.8,162525,0
2020/5/8 10:02,2888.37,2888.73,2888.75,2888.37,157158,0
2020/5/8 10:03,2888.88,2889.24,2889.79,2888.88,150495,0
2020/5/8 10:04,2889.63,2887.63,2889.63,2887.63,160763,0
2020/5/8 10:05,2888.14,2887.56,2888.36,2887.56,141512,0
2020/5/8 10:06,2887.58,2888.67,2888.84,2887.58,161193,0
2020/5/8 10:07,2889,2889.49,2889.87,2889,140256,0
2020/5/8 10:08,2889.72,2889.56,2890.09,2889.39,140438,0
2020/5/8 10:09,2889.15,2889.79,2890.2,2889.15,132158,0
2020/5/8 10:10,2890.13,2887.8,2890.13,2887.8,144822,0
2020/5/8 10:11,2887.13,2885.2,2887.13,2885.2,187659,0
2020/5/8 10:12,2884.95,2884.6,2885.13,2884.43,149269,0
2020/5/8 10:13,2884.93,2885.67,2885.86,2884.63,131927,0
2020/5/8 10:14,2885.63,2886.34,2886.43,2885.63,119618,0
2020/5/8 10:15,2886.61,2886.53,2886.87,2886.06,109665,0
2020/5/8 10:16,2886.05,2886.44,2886.87,2886.05,105962,0
2020/5/8 10:17,2886.16,2886.05,2886.82,2885.85,109515,0
2020/5/8 10:18,2886.18,2885.52,2886.18,2885.29,118510,0
2020/5/8 10:19,2885.95,2884.2,2885.95,2884.2,130037,0
2020/5/8 10:20,2884.37,2884.35,2884.99,2883.94,156975,0
2020/5/8 10:21,2884.27,2885.71,2885.77,2884.27,140869,0
2020/5/8 10:22,2885.8,2886.3,2886.44,2885.5,124492,0
2020/5/8 10:23,2886.2,2886.73,2886.87,2885.94,108036,0
2020/5/8 10:24,2887.16,2885.46,2887.16,2885.46,110913,0
2020/5/8 10:25,2885.14,2885.73,2886.26,2885.14,107328,0
2020/5/8 10:26,2885.13,2887,2887,2885.13,114161,0
2020/5/8 10:27,2887.2,2888.03,2888.03,2887.11,116082,0
2020/5/8 10:28,2887.95,2887.53,2888.09,2887.33,98895,0
2020/5/8 10:29,2887.86,2888,2888.4,2887.28,92828,0
2020/5/8 10:30,2887.78,2888.22,2888.36,2887.7,86661,0
2020/5/8 10:31,2888.29,2887.14,2888.33,2886.56,124330,0
2020/5/8 10:32,2887.14,2886.43,2887.14,2886.12,96934,0
2020/5/8 10:33,2885.72,2885.18,2886.08,2885.18,99507,0
2020/5/8 10:34,2885.59,2884.3,2885.59,2883.84,113410,0
2020/5/8 10:35,2883.89,2884.53,2884.88,2883.89,117330,0
2020/5/8 10:36,2884.66,2885.11,2885.11,2884.34,114862,0
2020/5/8 10:37,2884.79,2885.47,2885.8,2884.55,108570,0
2020/5/8 10:38,2885.77,2886.03,2886.47,2885.77,93441,0
2020/5/8 10:39,2886.08,2886.63,2886.75,2886.08,88750,0
2020/5/8 10:40,2886.7,2886.83,2887.11,2886.35,88528,0
2020/5/8 10:41,2886.87,2887.83,2887.83,2886.45,100424,0
2020/5/8 10:42,2887.97,2888.02,2888.46,2887.2,91517,0
2020/5/8 10:43,2887.83,2887.07,2888.12,2887.07,86348,0
2020/5/8 10:44,2887.11,2887.03,2887.41,2886.61,80044,0
2020/5/8 10:45,2887.38,2886.88,2887.61,2886.88,76564,0
2020/5/8 10:46,2886.63,2887.42,2887.49,2886.63,78233,0
2020/5/8 10:47,2887.59,2888.75,2888.75,2887.59,89521,0
2020/5/8 10:48,2889.17,2889.27,2889.72,2889.15,94402,0
2020/5/8 10:49,2889.27,2889.89,2890.15,2889.27,85648,0
2020/5/8 10:50,2890.15,2889.97,2890.71,2889.74,78111,0
2020/5/8 10:51,2890.6,2888.94,2890.82,2888.86,90943,0
2020/5/8 10:52,2888.79,2888.92,2889.22,2888.5,74039,0
2020/5/8 10:53,2889.06,2888.9,2889.34,2888.33,70855,0
2020/5/8 10:54,2888.37,2888.55,2888.8,2887.48,74146,0
2020/5/8 10:55,2888.44,2888.72,2889.32,2888.12,67136,0
2020/5/8 10:56,2888.46,2888.97,2888.97,2888.33,70735,0
2020/5/8 10:57,2889.13,2888.67,2889.14,2888.48,64100,0
2020/5/8 10:58,2888.83,2889.03,2889.25,2888.49,66677,0
2020/5/8 10:59,2889.18,2889.45,2889.79,2888.85,68556,0
2020/5/8 11:00,2889.93,2890.88,2891.25,2889.82,77707,0
2020/5/8 11:01,2891.04,2892.83,2892.83,2891.04,112220,0
2020/5/8 11:02,2893.09,2892.44,2893.41,2892.3,105840,0
2020/5/8 11:03,2892,2892.01,2892.88,2891.44,95205,0
2020/5/8 11:04,2892.27,2890.67,2892.31,2890.67,81883,0
2020/5/8 11:05,2890.92,2889.57,2891.45,2889.57,79011,0
2020/5/8 11:06,2890.43,2890.82,2891.06,2890.11,69867,0
2020/5/8 11:07,2891.65,2890.55,2891.65,2890.55,68016,0
2020/5/8 11:08,2890.31,2889.78,2891.1,2889.36,68742,0
2020/5/8 11:09,2889.89,2888.93,2889.89,2888.93,81253,0
2020/5/8 11:10,2890.06,2890.53,2890.53,2889.45,65683,0
2020/5/8 11:11,2889.92,2890.21,2890.57,2889.88,79521,0
2020/5/8 11:12,2890.72,2890.89,2891.04,2890.43,71396,0
2020/5/8 11:13,2890.97,2891.25,2891.54,2890.78,72908,0
2020/5/8 11:14,2891.84,2891.74,2892.21,2890.99,83864,0
2020/5/8 11:15,2892.57,2891.37,2892.61,2891.37,90431,0
2020/5/8 11:16,2891.64,2893.04,2893.04,2891.34,93275,0
2020/5/8 11:17,2893.15,2892.86,2893.38,2892.65,93958,0
2020/5/8 11:18,2893.34,2891.41,2893.54,2891.41,94153,0
2020/5/8 11:19,2891.87,2892.6,2892.6,2891.83,76724,0
2020/5/8 11:20,2892.47,2892.88,2892.88,2891.96,68960,0
2020/5/8 11:21,2892.84,2894.25,2894.25,2892.51,119462,0
2020/5/8 11:22,2894.64,2894.59,2895.54,2894.31,168198,0
2020/5/8 11:23,2895.1,2894.86,2895.32,2894.5,116074,0
2020/5/8 11:24,2895.12,2895.23,2895.38,2894.71,105175,0
2020/5/8 11:25,2895.33,2896.1,2896.23,2895.33,117748,0
2020/5/8 11:26,2896.12,2895.76,2896.62,2895.53,121484,0
2020/5/8 11:27,2895.44,2895.93,2895.93,2894.73,89340,0
2020/5/8 11:28,2895.42,2896.16,2896.16,2895.42,91476,0
2020/5/8 11:29,2896.13,2897.2,2897.2,2895.87,109130,0
2020/5/8 11:30,2897.17,2897.74,2897.83,2897,121793,0
2020/5/8 13:01,2897.75,2899.22,2901.02,2897.75,370655,0
2020/5/8 13:02,2899.12,2900.31,2900.63,2899.11,117666,0
2020/5/8 13:03,2900.46,2899.54,2900.5,2899.54,102504,0
2020/5/8 13:04,2899.74,2899.92,2900.2,2899.57,90120,0
2020/5/8 13:05,2899.87,2899.58,2900.18,2899.58,82159,0
2020/5/8 13:06,2899.9,2898.37,2900.21,2898.37,101562,0
2020/5/8 13:07,2898.78,2897.82,2898.96,2897.21,92420,0
2020/5/8 13:08,2897.77,2898.13,2898.13,2897.09,89040,0
2020/5/8 13:09,2898.05,2898.55,2898.55,2898.05,81238,0
2020/5/8 13:10,2898.79,2899.28,2899.38,2898.79,93582,0
2020/5/8 13:11,2899.56,2900.34,2900.49,2899.56,120325,0
2020/5/8 13:12,2900.06,2899.45,2900.63,2899.24,97243,0
2020/5/8 13:13,2899.94,2899.55,2899.94,2899.19,81036,0
2020/5/8 13:14,2899.59,2899.63,2899.93,2899.24,75987,0
2020/5/8 13:15,2899.5,2900.19,2900.19,2899.33,93188,0
2020/5/8 13:16,2900.32,2900.69,2900.85,2900.16,87932,0
2020/5/8 13:17,2900.99,2900.91,2901.32,2900.8,83517,0
2020/5/8 13:18,2900.79,2900.8,2901.45,2900.33,92685,0
2020/5/8 13:19,2901.22,2900.89,2901.38,2900.63,90056,0
2020/5/8 13:20,2901.2,2901.37,2901.6,2901.07,91525,0
2020/5/8 13:21,2901.7,2902.68,2903,2901.7,116064,0
2020/5/8 13:22,2903.04,2903.75,2903.75,2902.81,111765,0
2020/5/8 13:23,2903.56,2903.37,2903.8,2902.93,111704,0
2020/5/8 13:24,2903.46,2903.2,2903.46,2902.88,93826,0
2020/5/8 13:25,2903.04,2902.64,2903.16,2902.57,96706,0
2020/5/8 13:26,2902.51,2902.54,2903.43,2902.51,95348,0
2020/5/8 13:27,2902.76,2902.09,2902.96,2902.09,91211,0
2020/5/8 13:28,2902.36,2900.99,2902.63,2900.99,98084,0
2020/5/8 13:29,2901.42,2899.97,2901.62,2899.97,98287,0
